date,CCF,CCF_quality,TPP,TPP_quality,VNS,VNS_quality,FPT,FPT_quality,CAL,CAL_quality,COS,COS_quality,MOKE,MOKE_quality,GEO_A,GEO_A_quality,GEO_C,GEO_C_quality,binarized_FREWEIR,Horizon_15,Horizon_20,Horizon_25,Horizon_30,Horizon_35,Horizon_40,Horizon_45,Horizon_50,Horizon_55,Horizon_60,Horizon_65,Horizon_70,Horizon_75,Horizon_80
12/1/2023,2665.714286,0,1830.571429,0,1305.428571,0,8645.142857,0,261.8571429,0,82.72857143,0,227.1428571,0,5704.285714,0,2460,0,0,18.09601402,17.76693344,17.42009544,17.01077843,16.71086311,16.35467339,16.01742172,15.66397381,15.379282,15.01211929,14.65302181,14.28527355,13.92052269,13.52749062
12/2/2023,2594.428571,0,1830.285714,0,1293.714286,0,8752,0,189.2857143,0,82.05714286,0,231,0,5625.714286,0,2665.714286,0,0,18.2936573,17.87819481,17.54542351,17.14757538,16.87247849,16.50655556,16.14255905,15.8238802,15.48758888,15.07823753,14.70044613,14.28429127,13.93516636,13.56691933
12/3/2023,2523.714286,0,1829.142857,0,1282.285714,0,8876.285714,0,150.8571429,0,82.05714286,0,233.7142857,0,5567.142857,0,2867.142857,0,0,18.07406998,17.61640549,17.30745697,17.01013565,16.66572952,16.38413048,16.02545738,15.72334003,15.44666386,15.06789589,14.75313377,14.38174152,14.06911373,13.71741104
12/4/2023,2451.857143,0,1827,0,1272.857143,0,9028,0,135.2857143,0,83.3,0,236.4285714,0,5591.428571,0,3008.571429,0,0,17.65572357,17.20275879,16.71895981,16.38953972,16.08041954,15.72677898,15.27567196,14.99852371,14.75105381,14.2889595,14.00564957,13.81924152,13.56094265,13.41371918
12/5/2023,2237.571429,0,1824.428571,0,1272,0,9236.428571,0,135.4285714,0,84.34285714,0,237.8571429,0,5668.571429,0,3091.428571,0,0,17.18528938,16.77454567,16.21186256,15.9663372,15.52335358,15.27874184,14.73076725,14.39798832,14.13231945,13.81793308,13.3994236,13.20693111,12.88435936,12.69985199
12/6/2023,2166,0,1944.428571,0,1275.857143,0,9456.8,0.142857143,142.5714286,0,85.24285714,0,241.5714286,0,5772.857143,0,3167.142857,0,0,17.41189766,17.03219986,16.52414322,16.25844574,15.80807114,15.57078934,15.06922054,14.74731827,14.47747898,14.20906734,13.73662281,13.43619537,13.10613728,12.84601498
12/7/2023,2137.714286,0,2064.571429,0,1281.714286,0,9671.114286,0.285714286,149.2857143,0,88.24285714,0,243.4285714,0,5941.428571,0,3288.571429,0,0,17.97433472,17.55574226,17.12346649,16.82894707,16.46589661,16.23903084,15.84096432,15.56327057,15.29351425,14.92469597,14.39871597,14.00820827,13.64870453,13.45319366
12/8/2023,2137.142857,0,2289,0,1286.714286,0,9784.514286,0.428571429,153.2857143,0,96.08571429,0,246.2857143,0,6072.857143,0,3384.285714,0,0,18.38064957,17.9081459,17.57266235,17.18842125,16.92807961,16.56571388,16.18676567,15.85234928,15.53188038,15.11033058,14.74329567,14.37751198,14.04240513,13.62856388
12/9/2023,2209.428571,0,2513.714286,0,1288.285714,0,9880.714286,0.571428571,152.8571429,0,99.32857143,0,251.8571429,0,6165.714286,0,3451.428571,0,0,18.5296669,18.11648941,17.75663948,17.3660965,17.00945854,16.66878891,16.33948135,15.97943592,15.69235802,15.38234234,15.05663967,14.73451424,14.41279316,13.96011734
12/10/2023,2280,0,2739,0,1287.857143,0,9996.714286,0.571428571,152.8571429,0,100.5857143,0,258.4285714,0,6252.857143,0,3497.142857,0,0,18.53901672,18.12045097,17.86688805,17.51595116,17.12538147,16.74820137,16.44773674,16.07036972,15.80052948,15.4619875,15.15159225,14.87936497,14.51474571,14.01935863
12/11/2023,2350.571429,0,2965.571429,0,1283.142857,0,10056.85714,0.571428571,152.5714286,0,100.2142857,0,263.4285714,0,6301.428571,0,3504.285714,0,0,18.70569229,18.25840569,17.95200539,17.58229065,17.24009895,16.82591438,16.50307274,16.11064339,15.83971405,15.46902943,15.24121857,14.97647762,14.73410797,14.32589722
12/12/2023,2422,0,3194.571429,0,1269.714286,0,10060,0.571428571,152.4285714,0,99.94285714,0,268.8571429,0,6337.142857,0,3512.857143,0,0,19.30667496,18.83948898,18.46070099,18.0399704,17.70319176,17.32593918,17.03495407,16.71338081,16.37294769,16.05188942,15.85159779,15.49341202,15.1622448,14.74275875
12/13/2023,2350,0,3301,0,1251.285714,0,10100.77143,0.428571429,152.1428571,0,99.78571429,0,273.8571429,0,6385.714286,0,3547.142857,0,0,19.55073929,19.16744423,18.74965096,18.34321404,18.01079941,17.63109779,17.33404732,17.01531792,16.63991165,16.31114006,16.0160408,15.65442181,15.31147671,14.81902504
12/14/2023,2207.714286,0,3406.857143,0,1233.714286,0,10132.74286,0.285714286,152,0,97.3,0,277.5714286,0,6374.285714,0,3534.285714,0,0,19.46943092,19.0521965,18.68908882,18.27522469,17.96386528,17.61574173,17.31544876,16.99147034,16.61317635,16.28624535,15.98459053,15.63671684,15.27615166,14.79681969
12/15/2023,2208.428571,0,3380.714286,0,1220.857143,0,10120.2,0.142857143,151.8571429,0,89.62857143,0,280,0,6338.571429,0,3495.714286,0,0,19.39884758,18.99374771,18.63401604,18.21961784,17.9508152,17.60400009,17.29988098,16.97611046,16.60469246,16.28639603,15.98859596,15.64581299,15.27374077,14.80113792
12/16/2023,2179.857143,0,3384.857143,0,1214.428571,0,10122.71429,0,151.7142857,0,86,0,279.1428571,0,6340,0,3487.142857,0,0,19.33657265,18.93858337,18.57395554,18.20151711,17.92927742,17.57385063,17.26273155,16.91631699,16.54749489,16.2251606,15.90112686,15.56329155,15.22056675,14.78307056
12/17/2023,2151.857143,0,3387.142857,0,1212.857143,0,10176.14286,0,151.7142857,0,84.08571429,0,278.1428571,0,6384.285714,0,3537.142857,0,0,19.27836037,18.79062462,18.46453857,18.05608749,17.77878761,17.41443062,17.07949066,16.78439903,16.44360733,16.11483383,15.76797962,15.42938995,15.13005447,14.66995907
12/18/2023,2122.714286,0,3386.571429,0,1220.142857,0,10358.57143,0,151.5714286,0,83.27142857,0,280.4285714,0,6497.142857,0,3638.571429,0,0,19.27963066,18.78751183,18.44202995,18.03490639,17.77460098,17.43019867,17.09165764,16.78738785,16.38824272,16.02479362,15.7582159,15.354105,15.06167603,14.65092659
12/19/2023,2265.857143,0,3385.857143,0,1239.857143,0,10800,0,151.4285714,0,90.5,0,281.7142857,0,6722.857143,0,3820,0,0,19.49773598,19.12542534,18.7009201,18.29523468,17.97182274,17.63387871,17.32896805,17.0026207,16.62088013,16.27107239,15.99050426,15.63819408,15.29037857,14.83878708
12/20/2023,2480,0,3385,0,1266.571429,0,11427.28571,0,151.2857143,0,143.7,0,283.1428571,0,7072.857143,0,4115.714286,0,0,19.38534737,19.00197983,18.6090374,18.21689606,17.9256897,17.56548309,17.2620163,16.94013023,16.55003738,16.11867142,15.740942,15.34976196,14.97822571,14.64936256
12/21/2023,2765,0,3383.428571,0,1304.285714,0,12426.42857,0,154.4285714,0,178.1857143,0,284.5714286,0,7588.571429,0,4554.285714,0,0,19.48834229,19.0472126,18.54808426,18.15946198,17.86108398,17.54478264,17.15619278,16.88134766,16.5701313,16.20728874,15.92501545,15.61403847,15.22442341,14.72910309
12/22/2023,3049.857143,0,3410.857143,0,1338.571429,0,13794.14286,0,161.4285714,0,198.8571429,0,285.4285714,0,8288.571429,0,5141.428571,0,0,19.30135345,18.86461258,18.44277573,18.0745697,17.7789917,17.4723568,17.14107895,16.75119591,16.46887398,16.20412064,15.90393925,15.58846855,15.21517563,14.724576
12/23/2023,3292.714286,0,3408.714286,0,1363.571429,0,15214.28571,0,168.8571429,0,213.9142857,0,287,0,9042.857143,0,5784.285714,0,0,19.33788109,18.87435722,18.47447968,18.15802574,17.83421707,17.44946671,17.08002853,16.7916832,16.4275074,16.03780556,15.68876839,15.32045937,15.00807762,14.6145277
12/24/2023,3534.857143,0,3320.428571,0,1383.142857,0,16397.42857,0,175.7142857,0,225.6857143,0,287.2857143,0,9697.142857,0,6331.428571,0,0,19.44119835,19.1182785,18.74934578,18.36375809,18.06331444,17.77581787,17.38973618,17.07750511,16.67626381,16.35644722,16.00747299,15.74563885,15.33210087,14.84164333
12/25/2023,3779,0,3218,0,1393.142857,0,17268.85714,0,182.7142857,0,235,0,285,0,10188.57143,0,6751.428571,0,0,19.64552498,19.24361992,18.82522392,18.47459602,18.12813759,17.91716194,17.50921059,17.23122406,16.86878395,16.57022667,16.16350937,15.85182762,15.40993309,14.92364407
12/26/2023,4136.857143,0,3112.571429,0,1390.571429,0,17701.71429,0,190.2857143,0,235.2857143,0,284.1428571,0,10442.85714,0,6981.428571,0,0,19.77042389,19.43000221,19.11720276,18.77084351,18.43287468,18.22076035,17.91789818,17.54180336,17.23423195,16.87016106,16.48619652,16.17412949,15.77518368,15.288867
12/27/2023,4423.142857,0,3006.428571,0,1380.428571,0,17719.42857,0,197.4285714,0,189.1428571,0,283.7142857,0,10464.28571,0,6997.142857,0,0,19.74646378,19.4198761,19.11436081,18.73756409,18.39479446,18.11668968,17.70062256,17.41653824,17.0794239,16.62705421,16.2386322,15.83631706,15.56783295,15.17322254
12/28/2023,4638,0,2905.857143,0,1361.428571,0,17399.28571,0,201.7142857,0,161.4285714,0,283.4285714,0,10307.14286,0,6870,0,0,20.10396194,19.79317856,19.46035385,19.13665581,18.80342674,18.54064369,18.1951046,17.86297989,17.46955299,17.12676048,16.72989273,16.35997963,15.99277306,15.54988575
12/29/2023,4852.285714,0,2799.714286,0,1344.428571,0,16702.85714,0,202.1428571,0,147.1428571,0,285.2857143,0,9984.285714,0,6601.428571,0,0,19.84176064,19.57727814,19.28176308,18.90908241,18.62634659,18.20092773,17.88364601,17.51696968,17.11530685,16.80788612,16.43221474,16.16978264,15.83267021,15.4060297
12/30/2023,5066.142857,0,2820,0,1344,0,16257,0,202.1428571,0,138.8571429,0,291.2857143,0,9755.714286,0,6417.142857,0,0,19.99259949,19.71612167,19.41498756,19.06905365,18.71006012,18.30783463,18.00273514,17.65403938,17.28445244,16.96204185,16.61018944,16.27589607,15.95452785,15.49403095
12/31/2023,5281.285714,0,2927.571429,0,1351.714286,0,16317.42857,0,202.3571429,0.142857143,135.5714286,0,292.4285714,0,9798.571429,0,6475.714286,0,0,20.12279701,19.82195473,19.54577827,19.19154549,18.85931206,18.48145103,18.17510223,17.83851624,17.44555664,17.0956192,16.68478203,16.35549164,16.00633812,15.60082626
1/1/2024,5037.571429,0,3051.285714,0,1355.857143,0,17128.28571,0,202.2142857,0.142857143,133.2857143,0,293.1428571,0,10184.28571,0,6834.285714,0,0,20.01815033,19.74347305,19.44859695,19.09573174,18.78383255,18.37854385,18.05482864,17.68361473,17.3405838,17.00867271,16.65934372,16.31102562,15.98098564,15.56872845
1/2/2024,4580.428571,0,3175.428571,0,1361.142857,0,18228.57143,0,202.2142857,0.142857143,130.8571429,0,293.8571429,0,10805.71429,0,7361.428571,0,0,20.27733231,20.00419617,19.65394592,19.29890633,18.98406792,18.63552475,18.30485916,17.97798729,17.54840851,17.18982697,16.80287933,16.37854767,16.03845787,15.54205799
1/3/2024,4094.857143,0,3300.857143,0,1375.142857,0,19309.64286,0.142857143,201.9285714,0.142857143,140.4285714,0,295.2857143,0,11434.28571,0,7908.571429,0,0,19.99831009,19.71447945,19.38843727,19.06163216,18.73250198,18.45050812,18.12260818,17.82409668,17.49530411,17.17605019,16.80142212,16.45205307,16.10686111,15.64342594
1/4/2024,3608.714286,0,3419.714286,0,1388.571429,0,20154.64286,0.142857143,198.3571429,0.142857143,155.7142857,0,295.7142857,0,11948.57143,0,8357.142857,0,0,19.87973785,19.55450439,19.14951897,18.83621788,18.4764061,18.18133354,17.77825165,17.4443512,17.06582832,16.76561546,16.37914276,16.02204704,15.69232655,15.19616127
1/5/2024,3137.285714,0,3539.428571,0,1397.285714,0,21065.21429,0.142857143,191.3571429,0.142857143,162.2857143,0,294.7142857,0,12414.28571,0,8775.714286,0,0,19.63668251,19.17405891,18.75836182,18.48555946,18.0531311,17.77386856,17.44155312,17.16821861,16.83671379,16.5519371,16.1764679,15.82716465,15.48697472,15.06177235
1/6/2024,2694.285714,0,3528.142857,0,1395,0,21671.35714,0.142857143,184.0714286,0.142857143,165.5714286,0,289.7142857,0,12714.28571,0,9044.285714,0,0,19.3216629,18.78486443,18.3484726,18.0319519,17.67832947,17.47221756,17.15564537,16.82279015,16.54040337,16.25390244,15.90857792,15.58069324,15.2526741,14.78088284
1/7/2024,2251,0,3518.857143,0,1421.571429,0,21740.42857,0.285714286,177,0,167.8571429,0,289.7142857,0,12742.85714,0,9081.428571,0,0,18.77815056,18.24200249,17.8586483,17.51496887,17.15630531,16.819767,16.51938438,16.20790482,15.86188316,15.60537815,15.2142868,14.9784193,14.63361454,14.26191807
1/8/2024,2265.142857,0,3509.285714,0,1483.714286,0,21061.85714,0.285714286,170.1428571,0,168.5714286,0,289.2857143,0,12428.57143,0,8820,0,0,18.98861694,18.5275631,18.09878159,17.77961349,17.48958778,17.22835922,16.87260246,16.6307869,16.27177238,15.93457508,15.59766769,15.27121353,14.8974638,14.4867382
1/9/2024,2322.142857,0,3498.714286,0,1553.285714,0,20148.71429,0.285714286,162.8571429,0,169.2857143,0,286.7142857,0,11928.57143,0,8410,0,0,19.15900421,18.70740128,18.28700256,17.96749496,17.67452049,17.40334511,17.06018066,16.81424522,16.45096016,16.0529213,15.73878765,15.41202641,15.02984142,14.62909031
1/10/2024,2407.714286,0,3488,0,1621.285714,0,19332.07143,0.142857143,156,0,160.1428571,0,283.5714286,0,11442.85714,0,8007.142857,0,0,19.17423248,18.68148804,18.25743675,17.93454361,17.58481979,17.30261421,16.9738369,16.68007088,16.33667755,15.97673321,15.69713593,15.30395222,14.96538734,14.50608158
1/11/2024,2480,0,3478.857143,0,1687,0,18759.92857,0.142857143,152.1428571,0,164.4285714,0,283,0,11085.71429,0,7707.142857,0,0,19.09135628,18.65196609,18.24176216,17.86910057,17.56927681,17.19951248,16.83848953,16.61040688,16.31732941,15.9968214,15.73418617,15.28796196,14.89836025,14.43240547
1/12/2024,2537.428571,0,3476.142857,0,1756,0,18111.5,0.142857143,151.7142857,0,174.2857143,0,281.2857143,0,10757.14286,0,7418.571429,0,0,19.2663269,18.8522625,18.4581604,18.07949257,17.77456474,17.37487984,17.00517654,16.76855659,16.50094604,16.13467216,15.87935448,15.48866081,15.10258007,14.61593914
1/13/2024,2565.571429,0,3487.142857,0,1824.285714,0,17406.35714,0.142857143,151.5714286,0,179,0,281.5714286,0,10422.85714,0,7115.714286,0,0,19.31731796,18.85728645,18.45604324,18.10700798,17.78972626,17.44959068,17.07429886,16.81273651,16.51358223,16.1874752,15.88369751,15.52325439,15.1590538,14.6635313
1/14/2024,2479.571429,0,3497.142857,0,1860.714286,0,16980,0,151.2857143,0,221.4285714,0,280.7142857,0,10177.14286,0,6897.142857,0,0,19.04085732,18.6043911,18.20943642,17.76055145,17.48733711,17.10734367,16.81035995,16.56985855,16.19985771,15.84056568,15.55428123,15.21824169,14.87908745,14.5099802
1/15/2024,2394.428571,0,3506.857143,0,1872.857143,0,16941.14286,0,151,0,270.4285714,0,280.8571429,0,10191.42857,0,6901.428571,0,0,18.83659935,18.42550468,17.95436287,17.55739975,17.27128983,16.93987465,16.67010689,16.4437561,16.10081863,15.75549221,15.46618176,15.10004711,14.6829195,14.32344151
1/16/2024,2265.571429,0,3517.571429,0,1877.571429,0,17902.85714,0,150.4285714,0,300.1428571,0,282.8571429,0,10634.28571,0,7268.571429,0,0,18.57749367,18.08026886,17.71939468,17.38761139,17.10385895,16.78397179,16.52118683,16.23898315,15.90699005,15.56943607,15.2725296,14.95608807,14.63239002,14.2729187
1/17/2024,2137,0,3526.571429,0,1882.714286,0,19162.28571,0,150.8571429,0,339.5714286,0,283.7142857,0,11291.42857,0,7807.142857,0,0,18.1560173,17.78469276,17.45378304,17.06930923,16.73501015,16.47219086,16.17442894,15.84960365,15.55634499,15.22906876,14.94807148,14.62169266,14.27372074,13.94024372
1/18/2024,2022.714286,0,3537.857143,0,1892.571429,0,20102.42857,0,150.7142857,0,377.2857143,0,283.1428571,0,11862.85714,0,8254.285714,0,0,18.40717888,17.93096352,17.64966774,17.29648018,16.98312187,16.65756607,16.34040833,16.03925514,15.74148941,15.4635582,15.1002903,14.79713726,14.43117142,14.05661106
1/19/2024,1922.857143,0,3547.571429,0,1894.142857,0,21260.42857,0,150.4285714,0,405,0,284.4285714,0,12448.57143,0,8737.142857,0,0,18.25533676,17.86115265,17.54588509,17.18230629,16.88839149,16.57183075,16.26445198,15.93988514,15.62320042,15.30415344,14.98830509,14.64688873,14.31903744,14.01359558
1/20/2024,1809.142857,0,3551.714286,0,1895.428571,0,22558.57143,0,150.4285714,0,444.1428571,0,285,0,13125.71429,0,9301.428571,0,0,18.08353424,17.72006226,17.3806839,17.02733803,16.74341202,16.40799522,16.10919189,15.78962135,15.48287678,15.18340683,14.86053371,14.53607464,14.22487259,13.91728973
1/21/2024,1809.571429,0,3556.714286,0,1910.142857,0,23802.42857,0,150.8571429,0,505.5714286,0,287,0,13828.57143,0,9892.857143,0,0,18.13714981,17.73509979,17.42448807,17.08299255,16.80399704,16.44022369,16.14905357,15.81578255,15.49976158,15.1822176,14.89455032,14.57878304,14.26311779,13.92886639
1/22/2024,1823.857143,0,3563.714286,0,1980.714286,0,25398.28571,0,151,0,616.8571429,0,296,0,14671.42857,0,10572.85714,0,0,17.97724342,17.61605453,17.33044052,17.02339554,16.72298431,16.38275528,16.11452866,15.78425884,15.51751518,15.27555847,14.94283199,14.57528973,14.24274254,14.00962543
1/23/2024,1609.285714,0,3570.142857,0,2198.285714,0,27471.28571,0,151.4285714,0,754.5714286,0,297,0,15757.14286,0,11414.28571,0,0,18.10446739,17.71863556,17.31802559,16.98463058,16.57599068,16.21287727,15.97941494,15.69967079,15.43604183,15.17465782,14.87570953,14.60631752,14.27771854,13.95404053
1/24/2024,1419.857143,0,3446,0,2517.285714,0,29903.57143,0,150.8571429,0,833.4285714,0,298.8571429,0,17085.71429,0,12414.28571,0,0,17.40787506,16.94139862,16.45363617,16.08871078,15.61672497,15.24156857,14.9387598,14.65619373,14.53493309,14.28732681,13.97493267,13.85811901,13.57188702,13.10094452
1/25/2024,1318.428571,0,3320.142857,0,2784,0,32851.14286,0,151,0,888,0,299.1428571,0,18614.28571,0,13600,0,0,16.68654823,16.14826393,15.65454006,15.21097469,14.85943127,14.72677612,14.45125675,14.19658566,13.96298885,13.79029846,13.25004864,12.93455029,12.60323143,12.34292126
1/26/2024,1231.714286,0,3191.857143,0,3013.857143,0,35783.28571,0,151,0,939.7142857,0,299.1428571,0,20200,0,14814.28571,0,0,16.56780434,15.89705372,15.50397205,15.04558945,14.63947201,14.3501749,14.06531334,13.81594563,13.40933514,13.05664349,12.5834465,12.29877949,11.74923897,11.24729538
1/27/2024,1130.428571,0,3058.857143,0,3234.285714,0,38536.85714,0,151.1428571,0,971.1428571,0,294.7142857,0,21685.71429,0,15942.85714,0,0,15.91629505,15.25091839,14.74847507,14.45785141,14.1115551,13.62070084,13.20001888,12.93334198,12.48554516,12.09676743,11.64398861,11.27608109,11.00768566,10.42892742
1/28/2024,1030.571429,0,2924.857143,0,3452.714286,0,41007.85714,0,150.8571429,0,936.4285714,0,290.8571429,0,22971.42857,0,16914.28571,0,0,14.80672073,14.24379158,13.76181793,13.41274071,13.05174732,12.79154205,12.10490417,11.84539986,11.53912449,11.26879501,10.86245632,10.42246532,10.2022562,9.645979881
1/29/2024,1044.714286,0,2671.857143,0,3594.714286,0,42313.28571,0,147.8571429,0,847.1428571,0,280.5714286,0,23657.14286,0,17457.14286,0,0,13.81968307,13.20677567,12.59706688,12.2266264,11.9293232,11.75978184,11.34851074,11.16120052,10.9915781,10.56225491,10.22655201,9.845550537,9.522069931,9.000460625
1/30/2024,1287.857143,0,2420.571429,0,3577.285714,0,41823.92857,0.142857143,140.5714286,0,748.1428571,0,277.2857143,0,23428.57143,0,17328.57143,0,0,14.0104599,13.40878105,12.83757401,12.45659542,12.18952751,11.98164558,11.53389645,11.26508236,11.09630489,10.51745033,10.21802998,9.958910942,9.627182961,9.207622528
1/31/2024,1377.285714,0,2434.571429,0,3448.428571,0,40329.64286,0.142857143,133.5714286,0,692.4285714,0,275.7142857,0,22642.85714,0,16800,0,0,14.47177887,13.85000896,13.32944775,12.91777802,12.55929947,12.22786903,11.71955299,11.56016445,11.31367207,10.7605238,10.43916607,10.06523991,9.715147972,9.40051651
2/1/2024,1378,0,2442.571429,0,3416.714286,0,39029.5,0.142857143,126.4285714,0,686.2857143,0,281.5714286,0,21914.28571,0,16300,0,0,14.29806328,13.70126438,13.16060448,12.70807076,12.36896229,12.29625511,11.73659992,11.58670616,11.3419857,10.89700127,10.57936954,10.18647194,9.921674728,9.670069695
2/2/2024,1342.142857,0,2453.428571,0,3492.285714,0,38453.64286,0.142857143,119.2857143,0,812.4285714,0,297.5714286,0,21571.42857,0,16071.42857,0,0,14.24173164,13.74051571,13.20864391,12.76084805,12.43528461,12.08182526,11.58748913,11.5177784,11.2848959,10.73488808,10.33775425,9.857989311,9.573543549,9.180264473
2/3/2024,1300.571429,0,2543.857143,0,3611.285714,0,38778.35714,0.142857143,112.2857143,0,921.2857143,0,315.2857143,0,21685.71429,0,16142.85714,0,0,13.93587971,13.37880325,12.76284313,12.34510517,12.03237343,11.97249413,11.48320484,11.36455727,11.2308321,10.86146164,10.43218994,10.06414318,9.766796112,9.3369627
2/4/2024,1258,0,2665,0,3807.714286,0,40076.64286,0.142857143,105.1428571,0,1001.285714,0,368.2857143,0,22342.85714,0,16571.42857,0,0,14.49877167,13.81083012,13.40927792,12.94944096,12.65657234,12.31997395,11.7040081,11.38181686,10.99677086,10.70140171,10.44498253,10.05356312,9.628235817,8.956710815
2/5/2024,1115.857143,0,2901.714286,0,4184.142857,0,42838.07143,0.142857143,101,0,1172,0,385.1428571,0,23728.57143,0,17514.28571,0,0.142857143,12.70370197,12.30823517,11.99536896,11.63904476,11.31856346,11.02795029,10.69897079,10.58655167,10.45343781,10.14188957,9.732919693,9.421079636,9.013933182,8.474665642
2/6/2024,1501,0,3155.571429,0,4709.285714,0,46672.85714,0,100.5714286,0,1368.142857,0,395.7142857,0,25728.57143,0,18871.42857,0,0.285714286,14.96339798,14.39710522,14.05594444,13.63258743,13.84861946,13.48329544,13.03504848,12.56478882,12.16066933,11.72305775,11.25274467,10.75828362,10.41586399,9.960138321
2/7/2024,1872,0,3276.857143,0,5225.571429,0,51061.57143,0,100.5714286,0,1544.428571,0,403.7142857,0,28000,0,20400,0,0.428571429,15.3595953,14.95180702,14.35729885,13.97551537,13.36870956,13.14649582,12.76491261,12.51426315,12.2779932,11.9642458,11.37740517,10.73030663,10.23695278,9.566398621
2/8/2024,2186.571429,0,3473.428571,0,5736.857143,0,55077.85714,0,100.8571429,0,1667.142857,0,405.5714286,0,30128.57143,0,21814.28571,0,0.571428571,16.31957054,15.76598454,15.35763645,15.05237579,14.98123074,14.69023323,14.31991863,13.84874344,13.3221817,13.06727219,12.79040527,12.49206638,12.04079247,11.54232407
2/9/2024,2494.714286,0,3687.714286,0,6305.142857,0,58161.57143,0,101.1428571,0,1615.714286,0,395,0,31757.14286,0,22885.71429,0,0.714285714,15.89952087,15.38351917,14.96700573,14.63243198,14.42594051,14.32224751,14.089077,13.5676384,13.45352459,13.22876549,12.9939146,12.80909061,12.30695534,11.64629269
2/10/2024,2908.857143,0,3840.285714,0,6801.857143,0,60196.28571,0,100.5714286,0,1570,0,385.1428571,0,32857.14286,0,23614.28571,0,0.857142857,16.91595078,16.44705391,15.99856567,15.59320164,15.25656223,15.10889149,14.75087738,14.49789715,14.45840549,14.17917347,13.99361324,13.62835217,13.12735367,12.54928875
2/11/2024,3322.571429,0,3952.857143,0,7164.428571,0,61352.71429,0,100.2857143,0,1537.142857,0,338.4285714,0,33500,0,24000,0,1,17.47732735,16.95936584,16.63166237,16.34060669,15.99164677,15.77670002,15.39567089,15.22471428,15.00471401,14.80346966,14.55407715,14.25871277,13.84092236,13.59403801
2/12/2024,3622.571429,0,4058.428571,0,7357.571429,0,61351.57143,0,100.1428571,0,1398.571429,0,327.4285714,0,33557.14286,0,23942.85714,0,0.857142857,17.71337318,17.35406494,16.97931671,16.73561287,16.32449341,16.01937485,15.75584316,15.54952431,15.30216599,15.06585026,14.81908703,14.53940773,14.25383282,13.89374638
2/13/2024,3394.142857,0,4150,0,7370.714286,0,60201,0,100.8571429,0,1227.428571,0,323.2857143,0,33071.42857,0,23542.85714,0,0.714285714,17.55558395,17.24396706,16.84436798,16.60991478,16.25768852,15.96752167,15.51129246,15.30441952,15.10970211,14.88917255,14.74211025,14.48240662,14.21759605,13.8942709
2/14/2024,3279.428571,0,4239.142857,0,7342.428571,0,58481.71429,0,100.8571429,0,1072.142857,0,361.4285714,0,32257.14286,0,22957.14286,0,0.571428571,17.83895302,17.38915825,17.05442238,16.8978157,16.48743439,16.15663147,15.75046444,15.52556992,15.30590248,14.99500084,14.82697392,14.56535339,14.29425144,13.94872284
2/15/2024,3207.285714,0,4255.571429,0,7213.857143,0,56595.71429,0,100.2857143,0,948,0,413.8571429,0,31314.28571,0,22285.71429,0,0.428571429,17.84069824,17.3333931,16.97799492,16.75283623,16.37941742,16.15237427,15.7330265,15.4699688,15.26131153,15.02861023,14.79048538,14.5240078,14.24081421,13.97940445
2/16/2024,3122.285714,0,4254.714286,0,6946.285714,0,54693.71429,0,100.1428571,0,878.2857143,0,469.1428571,0,30385.71429,0,21628.57143,0,0.285714286,17.58830452,17.05909348,16.73875618,16.41120529,16.05642891,15.81764126,15.41121101,15.16185951,14.96571922,14.76248169,14.50884438,14.23085117,13.94184875,13.68007755
2/17/2024,2807.285714,0,4238.142857,0,6748,0,53119.42857,0,100.5714286,0,826.5714286,0,527,0,29600,0,21071.42857,0,0.142857143,17.41685295,16.93630981,16.51605988,16.22359848,15.84543419,15.68433475,15.30366135,15.08948994,14.96813107,14.65869713,14.3943882,14.11163998,13.79947376,13.50627518
2/18/2024,2493.857143,0,4228.571429,0,6658.142857,0,52028,0,100.7142857,0,860.8571429,0,586.8571429,0,29057.14286,0,20714.28571,0,0,17.28703499,16.85546303,16.40670204,16.03629875,15.65958977,15.46228027,15.12972736,14.86490154,14.56226349,14.33090305,14.14391422,13.77244282,13.42300701,12.97492599
2/19/2024,2279.571429,0,4230.285714,0,6648,0,51956.42857,0,101.1428571,0,1218,0,652.8571429,0,28985.71429,0,20714.28571,0,0.142857143,16.82942963,16.46359634,15.97754002,15.66355324,15.38022137,15.16386414,14.84919453,14.7381115,14.44827652,14.26910686,14.12378979,13.79595184,13.2682848,12.77969074
2/20/2024,2150,0,4227.285714,0,6858.285714,0,53293.42857,0,106.5714286,0,1492,0,715.1428571,0,29571.42857,0,21128.57143,0,0.285714286,16.33047676,15.87207603,15.46363926,15.03182793,14.68697929,14.47536182,14.10978889,14.00111389,13.43814278,12.79179382,12.59270477,12.12177563,11.51998138,10.81100559
2/21/2024,2136,0,4226.142857,0,7316.142857,0,55623.28571,0,121.1428571,0,1765.857143,0,733.2857143,0,30642.85714,0,21842.85714,0,0.428571429,16.36826515,15.92657566,15.48716927,15.06148529,14.67648697,14.35756397,13.97131443,13.85349369,13.34318161,12.84982967,12.65914726,12.20650387,11.69478893,10.9002552
2/22/2024,2222.571429,0,4228.428571,0,7844.285714,0,58181.28571,0,135.7142857,0,1944.285714,0,736.7142857,0,31885.71429,0,22685.71429,0,0.571428571,15.42563152,15.18137741,14.70628643,14.26519966,13.97776031,13.65332317,13.15576363,12.95161629,12.54919529,12.31313896,12.00766373,11.61329937,11.26823807,10.66490936
