DSM2_Node,entrainment
1,68.53341123
7,71.01215882
21,0
25,0.614667811
34,0.271461856
39,0.363673643
41,0.042307732
75,99.61727576
86,93.97233653
99,57.17852704
113,100
145,96.75600998
174,100
232,13.41922393
469,0
