DSM2_Node,entrainment
1,52.65857667
7,59.91299893
21,0
25,0
34,0
39,0.175541832
41,0.554294956
75,99.75411723
86,79.60526995
99,3.886300474
113,95.93254198
145,17.28858985
174,98.81070261
232,0.226392211
469,0
